FID,HUC10,spcode,SUM_Shape_
6297,1801010303,E06D,0.017452279
6298,1801010303,E08D,0.017452279
6299,1801010304,B08B,0.04385475
6300,1801010304,E06D,0.04385475
6301,1801010304,E08D,0.04385475
6302,1801010305,B08B,0.052654346
6303,1801010305,E06D,0.052654346
6304,1801010305,E08D,0.052654346
6305,1801010401,B08B,0.044087406
6306,1801010401,E06D,0.044087406
6307,1801010401,E08D,0.044087406
6308,1801010402,B08B,0.056176097
6309,1801010402,E08D,0.056176097
6310,1801010403,E06D,0.027130414
6311,1801010403,E08D,0.027130414
6312,1801010404,B08B,0.031414153
6313,1801010404,E08D,0.031414153
6314,1801010405,B08B,0.046574448
6315,1801010405,E06D,0.046574448
6316,1801010405,E08D,0.046574448
6317,1801010501,B08B,0.077068748
6318,1801010501,E06D,0.077068748
6319,1801010501,E08D,0.077068748
6320,1801010502,B08B,0.045358247
6321,1801010502,B08C,0.045358247
6322,1801010502,E06D,0.045358247
6323,1801010502,E08D,0.045358247
6324,1801010503,B08B,0.020618828
6325,1801010503,E06D,0.020618828
6326,1801010503,E08D,0.020618828
6327,1801010504,B08B,0.053872877
6328,1801010504,B08C,0.053872877
6329,1801010504,E06D,0.053872877
6330,1801010504,E08D,0.053872877
6331,1801010505,B08B,0.022934173
6332,1801010505,B08C,0.022934173
6333,1801010505,E06D,0.022934173
6334,1801010505,E08D,0.022934173
6335,1801010506,B08B,0.024064852
6336,1801010506,E06D,0.024064852
6337,1801010506,E08D,0.024064852
6338,1801010507,B08B,0.023585247
6339,1801010507,E08D,0.023585247
6340,1801010508,B08B,0.037825981
6341,1801010508,B08C,0.037825981
6342,1801010508,E06D,0.037825981
6343,1801010508,E08D,0.037825981
6344,1801010508,Q2KF,0.037825981
6345,1801010509,B07C,0.056667817
6346,1801010509,B08B,0.056667817
6347,1801010509,B08C,0.056667817
6348,1801010509,E06D,0.056667817
6349,1801010509,E08D,0.056667817
6350,1801010510,B07C,0.030941557
6351,1801010510,B08C,0.030941557
6352,1801010510,E06D,0.030941557
6353,1801010510,E08D,0.030941557
6354,1801010511,B06R,0.026751792
6355,1801010511,B07C,0.026751792
6356,1801010511,B08C,0.026751792
6357,1801010511,E06D,0.026751792
6358,1801010511,E071,0.026751792
6359,1801010511,E08D,0.026751792
6360,1801010601,B08B,0.055438136
6361,1801010601,B08C,0.055438136
6362,1801010601,E06D,0.055438136
6363,1801010601,E08D,0.055438136
6364,1801010602,B08B,0.020841687
6365,1801010602,B08C,0.020841687
6366,1801010602,E06D,0.020841687
6367,1801010602,E08D,0.020841687
6368,1801010603,B08B,0.042796667
6369,1801010603,B08C,0.042796667
6370,1801010603,E06D,0.042796667
6371,1801010603,E08D,0.042796667
6372,1801010604,B08B,0.06918737
6373,1801010604,B08C,0.06918737
6374,1801010604,E06D,0.06918737
6375,1801010604,E08D,0.06918737
6376,1801010701,B08C,0.022728934
6377,1801010701,E06D,0.022728934
6378,1801010701,E08D,0.022728934
6379,1801010702,B08B,0.081229812
6380,1801010702,B08C,0.081229812
6381,1801010702,E06D,0.081229812
6382,1801010702,E08D,0.081229812
6383,1801010703,A0FS,0.048199848
6384,1801010703,B07C,0.048199848
6385,1801010703,B08B,0.048199848
6386,1801010703,E08D,0.048199848
6387,1801010704,B08B,0.052874294
6388,1801010704,B08C,0.052874294
6389,1801010704,E06D,0.052874294
6390,1801010704,E08D,0.052874294
6391,1801010801,B07C,0.03235714
6392,1801010801,E06D,0.03235714
6393,1801010801,E071,0.03235714
6394,1801010801,E08D,0.03235714
6395,1801010802,B08B,0.030762849
6396,1801010802,B08C,0.030762849
6397,1801010802,E06D,0.030762849
6398,1801010802,E08D,0.030762849
6399,1801010803,B08B,0.049049707
6400,1801010803,B08C,0.049049707
6401,1801010803,E06D,0.049049707
6402,1801010803,E08D,0.049049707
6403,1801010804,B08B,0.085042538
6404,1801010804,B08C,0.085042538
6405,1801010804,E08D,0.085042538
6406,1801010805,B07C,0.030513637
6407,1801010805,B08C,0.030513637
6408,1801010805,D02D,0.030513637
6409,1801010805,E06D,0.030513637
6410,1801010805,E08D,0.030513637
6411,1801010805,Q122,0.030513637
6412,1801010806,B07C,0.060658633
6413,1801010806,B08C,0.060658633
6414,1801010806,E06D,0.060658633
6415,1801010806,E071,0.060658633
6416,1801010806,E08D,0.060658633
6417,1801010807,B07C,0.038584757
6418,1801010807,B08B,0.038584757
6419,1801010807,B08C,0.038584757
6420,1801010807,E071,0.038584757
6421,1801010807,E08D,0.038584757
6422,1801010808,E06D,0.027485392
6423,1801010808,E08D,0.027485392
6424,1801010809,B07C,0.079273247
6425,1801010809,B08B,0.079273247
6426,1801010809,D02D,0.079273247
6427,1801010809,E06D,0.079273247
6428,1801010809,E071,0.079273247
6429,1801010809,E08D,0.079273247
6430,1801010809,Q122,0.079273247
6431,1801010901,B08C,0.080124362
6432,1801010901,E08D,0.080124362
6433,1801010902,B08C,0.068745363
6434,1801010902,E071,0.068745363
6435,1801010902,E08D,0.137490727
6436,1801010902,Q0LZ,0.068745363
6437,1801011001,B08B,0.0282366
6438,1801011002,B08B,0.027227575
6439,1801011002,E06D,0.027227575
6440,1801011002,E08D,0.027227575
6441,1801011003,E06D,0.022904876
6442,1801011003,E08D,0.022904876
6443,1801011004,B08B,0.08590684
6444,1801011004,B08C,0.08590684
6445,1801011004,E06D,0.08590684
6446,1801011004,E08D,0.08590684
6447,1801011005,E06D,0.058508819
6448,1801011005,E08D,0.058508819
6449,1801011006,E06D,0.049358134
6450,1801011006,E08D,0.049358134
6451,1801011007,B08B,0.067982051
6452,1801011007,D01T,0.067982051
6453,1801011007,D02D,0.067982051
6454,1801011007,E06D,0.067982051
6455,1801011007,E08D,0.067982051
6456,1801011008,B08C,0.018897284
6457,1801011008,E06D,0.018897284
6458,1801011008,E08D,0.018897284
6459,1801011009,B08C,0.039390491
6460,1801011009,E06D,0.039390491
6461,1801011009,E08D,0.039390491
6462,1801011009,Q0LZ,0.039390491
6463,1801020101,D02A,0.076380879
6464,1801020103,D02A,0.028658356
6465,1801020104,D02A,0.10548795
6466,1801020106,B08B,0.063949413
6467,1801020106,E052,0.127898825
6468,1801020106,E055,0.127898825
6469,1801020106,E065,0.063949413
6470,1801020201,E065,0.029284899
6471,1801020202,E065,0.064191139
6472,1801020204,E065,0.053650968
6473,1801020205,E065,0.058676958
6474,1801020207,E052,0.157304532
6475,1801020207,E055,0.157304532
6476,1801020301,B08B,0.053640819
6477,1801020301,D02A,0.053640819
6478,1801020301,E052,0.107281637
6479,1801020301,E055,0.107281637
6480,1801020301,E065,0.107281637
6481,1801020302,B08B,0.032729773
6482,1801020302,E052,0.032729773
6483,1801020302,E055,0.032729773
6484,1801020303,B08B,0.118988418
6485,1801020303,D02A,0.118988418
6486,1801020303,E052,0.237976836
6487,1801020303,E055,0.237976836
6488,1801020303,E065,0.237976836
6489,1801020401,E052,0.189741447
6490,1801020401,E055,0.189741447
6491,1801020402,E052,0.079386167
6492,1801020402,E055,0.079386167
6493,1801020403,E052,0.063198451
6494,1801020403,E055,0.063198451
6495,1801020404,E052,0.040837125
6496,1801020404,E055,0.040837125
6497,1801020405,E055,0.155204245
6498,1801020411,B08B,0.106172452
6499,1801020411,E052,0.106172452
6500,1801020411,E055,0.106172452
6501,1801020412,E052,0.068321283
6502,1801020412,E055,0.068321283
6503,1801020413,B08B,0.037632924
6504,1801020501,B08B,0.053710142
6505,1801020502,B08B,0.045702359
6506,1801020503,B08B,0.070800031
6507,1801020601,B08B,0.023898884
6508,1801020601,D02A,0.023898884
6509,1801020602,B08B,0.044267742
6510,1801020602,E052,0.044267742
6511,1801020602,E055,0.044267742
6512,1801020603,B08B,0.037811908
6513,1801020604,B08B,0.059430692
6514,1801020604,D02A,0.059430692
6515,1801020605,B08B,0.018623211
6516,1801020606,B08B,0.028088447
6517,1801020607,B08B,0.048921148
6518,1801020608,B08B,0.029891283
6519,1801020609,B08B,0.030585771
6520,1801020610,B08B,0.043232276
6521,1801020611,B08B,0.035732188
6522,1801020701,B08B,0.03526624
6523,1801020702,B08B,0.024529262
6524,1801020703,B08B,0.035784866
6525,1801020704,B08B,0.091699166
6526,1801020705,B08B,0.034621948
6527,1801020801,B08B,0.031936761
6528,1801020802,B08B,0.050309337
6529,1801020803,B08B,0.034646085
6530,1801020804,B08B,0.034340706
6531,1801020805,B08B,0.033350362
6532,1801020806,B08B,0.042951307
6533,1801020901,B08B,0.037755058
6534,1801020902,B08B,0.029655124
6535,1801020903,B08B,0.026582214
6536,1801020904,B08B,0.031256187
6537,1801020904,B08C,0.031256187
6538,1801020905,B08B,0.020505178
6539,1801020905,B08C,0.020505178
6540,1801020906,B08B,0.0385832
6541,1801020907,B08B,0.030345551
6542,1801020907,B08C,0.030345551
6543,1801020908,B08B,0.076033967
6544,1801020908,B08C,0.076033967
6545,1801020909,B08B,0.03493163
6546,1801020909,B08C,0.03493163
6547,1801020910,B08B,0.07266686
6548,1801020910,B08C,0.07266686
6549,1801020911,B08B,0.029865874
6550,1801020911,B08C,0.029865874
6551,1801021001,B08B,0.080741765
6552,1801021002,B08B,0.056854634
6553,1801021003,B08B,0.041449571
6554,1801021004,B08B,0.030201216
6555,1801021101,B08B,0.03240362
6556,1801021102,B08B,0.044123434
6557,1801021103,B08B,0.032278479
6558,1801021104,B08B,0.038116402
6559,1801021105,B08B,0.052498486
6560,1801021106,B08B,0.020342549
6561,1801021107,B08B,0.061086585
6562,1801021108,B08B,0.017568791
6563,1801021109,B08B,0.042307863
6564,1801021110,B08B,0.064721816
6565,1801021111,B08B,0.074606055
6566,1801021112,B08B,0.084023431
6567,1801021112,B08C,0.084023431
6568,1801021201,B08B,0.031483715
6569,1801021202,B08B,0.045512615
6570,1801021203,B08B,0.06134616
6571,1801021204,B08B,0.062453166
6572,1801021205,B08B,0.055691713
6573,1801021205,B08C,0.055691713
6574,1802000213,B08B,0.103994688
6575,1802000303,B08B,0.071742362
6576,1802000304,B08B,0.047662758
6577,1802000305,Q1AZ,0.085039505
6578,1802000306,Q1AZ,0.068209472
6579,1802000307,Q1AZ,0.094915654
6580,1802000307,Q23K,0.094915654
6581,1802000309,B08B,0.050536153
6582,1802000309,Q1AZ,0.050536153
6583,1802000310,B08B,0.076686288
6584,1802000310,Q1AZ,0.076686288
6585,1802000311,B08B,0.036591845
6586,1802000312,B08B,0.027726538
6587,1802000401,B08B,0.049545055
6588,1802000402,B08B,0.063524911
6589,1802000403,B08B,0.028932811
6590,1802000404,B08B,0.025695065
6591,1802000501,B08B,0.033744356
6592,1802000502,B08B,0.035846373
6593,1802000503,B08B,0.047012766
6594,1802000504,B08B,0.047670584
6595,1802010404,B06R,0.033525068
6596,1802010408,B06R,0.106889682
6597,1802010408,E06D,0.106889682
6598,1802010408,E08D,0.106889682
6599,1802010408,K048,0.106889682
6600,1802010409,E06D,0.036194298
6601,1802010409,E08D,0.036194298
6602,1802010410,D01T,0.065181162
6603,1802010411,B06R,0.047883737
6604,1802010411,E06D,0.047883737
6605,1802010411,E08D,0.047883737
6606,1802010412,B06R,0.026286694
6607,1802010412,E06D,0.026286694
6608,1802010412,E08D,0.026286694
6609,1802011101,E08D,0.026839019
6610,1802011102,E06D,0.027341435
6611,1802011102,E08D,0.027341435
6612,1802011102,I01L,0.027341435
6613,1802011102,Q1ZQ,0.027341435
6614,1802011103,E08D,0.024000758
6615,1802011103,I01L,0.024000758
6616,1802011501,B08B,0.028914571
6617,1802011502,B08B,0.037843557
6618,1802011503,B08B,0.047006192
6619,1802011504,B08B,0.048163207
6620,1802011505,B08B,0.026768348
6621,1802011506,B06R,0.022088042
6622,1802011506,E06D,0.022088042
6623,1802011506,E08D,0.022088042
6624,1802011506,K03G,0.022088042
6625,1802011602,B08B,0.021166677
6626,1802011603,Q1AZ,0.082389785
6627,1802011606,Q1AZ,0.033512779
6628,1802012103,Q1AZ,0.017913092
6629,1802012104,Q1AZ,0.067509199
6630,1802012106,D04M,0.056723243
6631,1802012107,D04M,0.045665536
6632,1802012108,D02D,0.0339878
6633,1802012203,D04M,0.030910012
6634,1802012204,D04M,0.028743976
6635,1802012208,D04M,0.035870373
6636,1802012209,D04M,0.020832936
6637,1802012303,Q34J,0.097656544
6638,1802012304,D04M,0.064569499
6639,1802012305,D04M,0.055660678
6640,1802012306,D04M,0.042775957
6641,1802012307,D04M,0.065893188
6642,1802012501,D04M,0.019698766
6643,1802012502,D04M,0.038582999
6644,1802012504,D02D,0.055442231
6645,1802012504,D04M,0.055442231
6646,1802012505,D04M,0.056798674
6647,1802012506,D04M,0.053414067
6648,1802012507,D02D,0.041663454
6649,1802012508,D02D,0.024443104
6650,1802012508,E06D,0.024443104
6651,1802012508,E08D,0.024443104
6652,1802012509,D02D,0.029049677
6653,1802012509,E06D,0.029049677
6654,1802012509,E08D,0.029049677
6655,1802012510,D02D,0.025391882
6656,1802012510,E06D,0.025391882
6657,1802012510,E08D,0.025391882
6658,1802012604,E06D,0.030861959
6659,1802012604,E08D,0.030861959
6660,1802012605,E06D,0.021043529
6661,1802012605,E08D,0.021043529
6662,1802012801,D04M,0.068891608
6663,1802012802,D04M,0.084700835
6664,1802012803,D04M,0.029896109
6665,1802012804,D02D,0.024913138
6666,1802012805,D02D,0.026120422
6667,1802012901,D04M,0.029959369
6668,1802012902,D04M,0.047504514
6669,1802012903,D02D,0.04278982
6670,1802012903,D04M,0.04278982
6671,1802012906,D02D,0.026799203
6672,1802015101,E08D,0.022047203
6673,1802015102,E08D,0.021654704
6674,1802015103,E08D,0.041424664
6675,1802015104,E06D,0.032881304
6676,1802015104,E08D,0.032881304
6677,1802015104,K03G,0.032881304
6678,1802015104,K048,0.032881304
6679,1802015104,Q1AZ,0.032881304
6680,1802015201,B08B,0.02434276
6681,1802015201,E06D,0.02434276
6682,1802015201,E08D,0.02434276
6683,1802015202,B08B,0.043949979
6684,1802015202,E06D,0.043949979
6685,1802015202,E08D,0.043949979
6686,1802015203,B08B,0.037709928
6687,1802015203,E08D,0.037709928
6688,1802015204,B08B,0.027882857
6689,1802015204,E08D,0.027882857
6690,1802015205,B08B,0.016769218
6691,1802015205,E06D,0.016769218
6692,1802015205,E08D,0.016769218
6693,1802015206,B08B,0.041935759
6694,1802015207,E06D,0.02208073
6695,1802015207,E08D,0.02208073
6696,1802015208,E06D,0.04423628
6697,1802015208,E08D,0.04423628
6698,1802015301,E06D,0.053460951
6699,1802015301,E08D,0.053460951
6700,1802015302,E06D,0.032967842
6701,1802015302,E08D,0.032967842
6702,1802015302,K048,0.032967842
6703,1802015302,Q1AZ,0.032967842
6704,1802015303,E06D,0.015171867
6705,1802015303,E08D,0.015171867
6706,1802015303,K048,0.015171867
6707,1802015303,Q1AZ,0.015171867
6708,1802015401,B08B,0.069052762
6709,1802015401,E06D,0.069052762
6710,1802015401,E08D,0.069052762
6711,1802015402,E06D,0.018240691
6712,1802015402,E08D,0.018240691
6713,1802015402,K03G,0.018240691
6714,1802015402,K048,0.018240691
6715,1802015402,Q1AZ,0.018240691
6716,1802015403,E06D,0.048461909
6717,1802015403,E08D,0.048461909
6718,1802015403,K03G,0.048461909
6719,1802015403,K048,0.048461909
6720,1802015403,Q1AZ,0.048461909
6721,1802015404,E06D,0.034169048
6722,1802015404,E08D,0.034169048
6723,1802015404,Q1AZ,0.034169048
6724,1802015405,E06D,0.019255972
6725,1802015405,E08D,0.019255972
6726,1802015405,K048,0.019255972
6727,1802015405,Q1AZ,0.019255972
6728,1802015501,E06D,0.025807621
6729,1802015501,E08D,0.025807621
6730,1802015501,K048,0.025807621
6731,1802015501,Q1AZ,0.025807621
6732,1802015502,E06D,0.0205299
6733,1802015502,K03G,0.0205299
6734,1802015503,E06D,0.030194974
6735,1802015503,E08D,0.030194974
6736,1802015503,K03G,0.030194974
6737,1802015504,E06D,0.039525637
6738,1802015504,E08D,0.039525637
6739,1802015504,K03G,0.039525637
6740,1802015504,K048,0.039525637
6741,1802015504,Q1AZ,0.039525637
6742,1802015601,E06D,0.053939007
6743,1802015601,E08D,0.053939007
6744,1802015602,B06R,0.037724954
6745,1802015602,B08B,0.037724954
6746,1802015602,E06D,0.037724954
6747,1802015602,E08D,0.037724954
6748,1802015602,K03G,0.037724954
6749,1802015603,E06D,0.036130724
6750,1802015603,E08D,0.036130724
6751,1802015604,B08B,0.050359587
6752,1802015604,E08D,0.050359587
6753,1802015605,B06R,0.029555369
6754,1802015605,E06D,0.029555369
6755,1802015605,E08D,0.029555369
6756,1802015605,K03G,0.029555369
6757,1802015606,B06R,0.067983245
6758,1802015606,E06D,0.067983245
6759,1802015606,E08D,0.067983245
6760,1802015606,K03G,0.067983245
6761,1802015606,K048,0.067983245
6762,1802015606,Q1AZ,0.067983245
6763,1802015701,B06R,0.02078725
6764,1802015701,E06D,0.02078725
6765,1802015701,Q0E9,0.02078725
6766,1802015701,Q1AZ,0.02078725
6767,1802015701,Q23K,0.02078725
6768,1802015702,B06R,0.060975671
6769,1802015702,E06D,0.060975671
6770,1802015702,E08D,0.060975671
6771,1802015702,K03D,0.060975671
6772,1802015702,K03G,0.060975671
6773,1802015702,K048,0.060975671
6774,1802015702,Q0E9,0.060975671
6775,1802015702,Q1AY,0.060975671
6776,1802015702,Q1AZ,0.060975671
6777,1802015702,Q23K,0.060975671
6778,1802015703,B06R,0.039858091
6779,1802015703,E06D,0.039858091
6780,1802015703,E08D,0.039858091
6781,1802015703,K03G,0.039858091
6782,1802015704,B06R,0.040789423
6783,1802015704,E06D,0.040789423
6784,1802015704,K03D,0.040789423
6785,1802015704,K03G,0.040789423
6786,1802015704,K048,0.040789423
6787,1802015704,Q0E9,0.040789423
6788,1802015704,Q1AY,0.040789423
6789,1802015704,Q1AZ,0.040789423
6790,1802015704,Q23K,0.040789423
6791,1802015704,Q2YE,0.040789423
6792,1802015705,B06R,0.022809532
6793,1802015705,E06D,0.022809532
6794,1802015705,E08D,0.022809532
6795,1802015705,K03G,0.022809532
6796,1802015705,K048,0.022809532
6797,1802015705,Q2YE,0.022809532
6798,1802015706,B06R,0.034475622
6799,1802015706,E06D,0.034475622
6800,1802015706,E08D,0.034475622
6801,1802015706,K03D,0.034475622
6802,1802015706,K03G,0.034475622
6803,1802015706,K048,0.034475622
6804,1802015706,Q2YE,0.034475622
6805,1802015707,B06R,0.040592955
6806,1802015707,E06D,0.040592955
6807,1802015707,E08D,0.040592955
6808,1802015802,E06D,0.061545353
6809,1802015802,E08D,0.061545353
6810,1802015802,K048,0.061545353
6811,1802015802,Q0E9,0.061545353
6812,1802015802,Q1AY,0.061545353
6813,1802015802,Q23K,0.061545353
6814,1802015803,B06R,0.024857388
6815,1802015803,E06D,0.024857388
6816,1802015803,E08D,0.024857388
6817,1802015803,K03G,0.024857388
6818,1802015803,K048,0.024857388
6819,1802015803,Q2YE,0.024857388
6820,1802015804,B06R,0.109912744
6821,1802015804,E06D,0.109912744
6822,1802015804,E08D,0.109912744
6823,1802015804,K048,0.109912744
6824,1802015804,Q2YE,0.109912744
6825,1802015902,E06D,0.020175277
6826,1802015902,E08D,0.020175277
6827,1802015902,K048,0.020175277
6828,1802015903,K03G,0.020197466
6829,1802015903,K048,0.020197466
6830,1802015904,B06R,0.07299308
6831,1802015904,E06D,0.07299308
6832,1802015904,E08D,0.07299308
6833,1802015905,E06D,0.038388808
6834,1802015905,E08D,0.038388808
6835,1802016101,E08D,0.017033798
6836,1802016101,K03G,0.017033798
6837,1802016102,E08D,0.037957344
6838,1802016102,K03G,0.037957344
6839,1802016103,E06D,0.033961736
6840,1802016103,E08D,0.033961736
6841,1802016103,K03G,0.033961736
6842,1802016104,E06D,0.027818757
6843,1802016104,E08D,0.027818757
6844,1802016202,B08B,0.023795565
6845,1802016203,B08B,0.07417911
6846,1802016203,Q1AZ,0.07417911
6847,1802016204,D02D,0.035259396
6848,1802016204,Q122,0.035259396
6849,1802016205,E070,0.023125556
6850,1802016205,E08D,0.023125556
6851,1802016303,E06D,0.044824561
6852,1802016303,E070,0.044824561
6853,1802016303,E08D,0.044824561
6854,1802016304,E070,0.034557174
6855,1802016304,K03G,0.034557174
6856,1802016304,K048,0.034557174
6857,1802016304,Q1AZ,0.034557174
6858,1802016304,Q1ZQ,0.034557174
6859,1802016305,D01T,0.038478629
6860,1802016305,E070,0.038478629
6861,1802016305,E08D,0.038478629
6862,1802016305,I01G,0.038478629
6863,1802016305,K03G,0.038478629
6864,1802016305,K048,0.038478629
6865,1802016306,D01T,0.112371916
6866,1802016306,E06D,0.112371916
6867,1802016306,E070,0.112371916
6868,1802016306,E08D,0.112371916
6869,1802016306,I01G,0.112371916
6870,1802016306,K03G,0.112371916
6871,1802016306,K048,0.112371916
6872,1802016306,Q122,0.112371916
6873,1802016306,Q19I,0.112371916
6874,1802016306,Q23L,0.112371916
6875,1802016307,E06D,0.052184573
6876,1802016307,E070,0.052184573
6877,1802016307,E08D,0.052184573
6878,1803000101,A0DS,0.043706659
6879,1803000101,D02H,0.043706659
6880,1803000102,A0DS,0.044094856
6881,1803000102,D02H,0.044094856
6882,1803000102,E01Z,0.044094856
6883,1803000103,A0DS,0.03452024
6884,1803000103,D02H,0.03452024
6885,1803000103,E01Z,0.03452024
6886,1803000104,A0DS,0.050250101
6887,1803000104,D02H,0.050250101
6888,1803000104,E01Z,0.050250101
6889,1803000105,E01Z,0.053542629
6890,1803000201,A0DS,0.040564524
6891,1803000201,D02H,0.040564524
6892,1803000205,B094,0.017603648
6893,1803000207,B06R,0.042431952
6894,1803000207,B094,0.042431952
6895,1803000301,A0DV,0.094444655
6896,1803000305,B002,0.029651659
6897,1803000307,B002,0.02286646
6898,1803000308,B002,0.016953522
6899,1803000309,B002,0.023842227
6900,1803000310,B002,0.027484783
6901,1803000311,B002,0.039874296
6902,1803000312,A0DV,0.087422985
6903,1803000313,A0DV,0.044072876
6904,1803000313,B002,0.044072876
6905,1803000316,A0DV,0.015726743
6906,1803000401,B002,0.03178031
6907,1803000402,B002,0.023179517
6908,1803000403,B002,0.038727996
6909,1803000404,A0DV,0.05475596
6910,1803000502,B002,0.023099303
6911,1803000502,Q1OS,0.023099303
6912,1803000503,B002,0.035552153
6913,1803000505,B002,0.02231545
6914,1803000507,A0DV,0.03570512
6915,1803000508,K03G,0.041707982
6916,1803000509,K03G,0.059559821
6917,1803000601,B002,0.028683824
6918,1803000601,E01Z,0.028683824
6919,1803000602,B002,0.02528247
6920,1803000604,B002,0.019070607
6921,1803000605,B002,0.016393066
6922,1803000606,B002,0.016646929
6923,1803000607,B002,0.021280398
6924,1803000607,Q1OS,0.021280398
6925,1803000608,B002,0.047310425
6926,1803000609,K03G,0.020447454
6927,1803000610,K03G,0.01796645
6928,1803000701,D02H,0.026740926
6929,1803000702,A0DS,0.024760928
6930,1803000702,D02H,0.024760928
6931,1803000702,E01Z,0.024760928
6932,1803000704,D02H,0.0212657
6933,1803000705,B002,0.023286226
6934,1803000705,D02H,0.023286226
6935,1803000705,E01Z,0.023286226
6936,1803000707,Q0E9,0.023049356
6937,1803000707,Q1ZP,0.023049356
6938,1803000708,D01T,0.017287898
6939,1803000709,B002,0.017646287
6940,1803000710,D01T,0.033776114
6941,1803000710,K03G,0.033776114
6942,1803000710,K048,0.033776114
6943,1803000710,Q0E9,0.033776114
6944,1803000710,Q1ZP,0.033776114
6945,1803000711,D01T,0.022318039
6946,1803000711,K03G,0.022318039
6947,1803000711,K048,0.022318039
6948,1803000711,Q0E9,0.022318039
6949,1803000711,Q1ZP,0.022318039
6950,1803000712,D01T,0.057066157
6951,1803000712,K03G,0.057066157
6952,1803000712,K048,0.057066157
6953,1803000714,K03G,0.046081557
6954,1803000903,Q0CG,0.023423907
6955,1803000904,Q0CG,0.023475936
6956,1803000905,Q0CG,0.070859817
6957,1803000907,K03G,0.065363888
6958,1803000907,Q0CG,0.065363888
6959,1803000907,Q1ZP,0.065363888
6960,1803000909,A08O,0.075550011
6961,1803000910,A08O,0.032949849
6962,1803001001,D02H,0.030211544
6963,1803001002,A0DS,0.061246569
6964,1803001002,D02H,0.061246569
6965,1803001002,D04M,0.061246569
6966,1803001003,A0DS,0.083333282
6967,1803001003,D02H,0.083333282
6968,1803001003,D02K,0.083333282
6969,1803001003,D04M,0.083333282
6970,1803001004,D02H,0.033081813
6971,1803001004,D04M,0.033081813
6972,1803001005,D02K,0.034832361
6973,1803001006,D02K,0.066683792
6974,1803001006,D04M,0.066683792
6975,1803001007,D02K,0.041479804
6976,1803001202,Q1OS,0.056459138
6977,1803001207,A0DV,0.053549581
6978,1803001208,A0DV,0.075737201
6979,1803001209,A0DV,0.032818427
6980,1803001210,A0DV,0.017810461
6981,1803001212,A0DV,0.045700795
6982,1803001213,D01T,0.022511076
6983,1803001213,D02D,0.022511076
6984,1803001214,D01T,0.048361053
6985,1803001214,D02D,0.048361053
6986,1803001217,D02D,0.03929226
6987,1803001219,A0DV,0.024316242
6988,1803001221,K03G,0.0575032
6989,1804000101,D01T,0.019076728
6990,1804000101,K03G,0.019076728
6991,1804000101,K048,0.019076728
6992,1804000101,Q0CG,0.019076728
6993,1804000101,Q1ZP,0.019076728
6994,1804000102,K03G,0.032346324
6995,1804000102,Q0CG,0.032346324
6996,1804000102,Q1AY,0.032346324
6997,1804000102,Q1ZP,0.032346324
6998,1804000102,Q23K,0.032346324
6999,1804000103,D01T,0.031729652
7000,1804000103,K03G,0.031729652
7001,1804000103,Q0CG,0.031729652
7002,1804000103,Q1AY,0.031729652
7003,1804000103,Q1ZP,0.031729652
7004,1804000106,D01T,0.04121709
7005,1804000106,D02D,0.04121709
7006,1804000107,D01T,0.029084501
7007,1804000107,K048,0.029084501
7008,1804000107,Q0CG,0.029084501
7009,1804000107,Q1ZP,0.029084501
7010,1804000108,D01T,0.086602821
7011,1804000108,K03G,0.086602821
7012,1804000108,Q0CG,0.086602821
7013,1804000108,Q1AY,0.086602821
7014,1804000108,Q1ZP,0.086602821
7015,1804000109,K03D,0.014752926
7016,1804000109,K03G,0.014752926
7017,1804000109,K048,0.014752926
7018,1804000109,Q19I,0.014752926
7019,1804000109,Q1ZP,0.014752926
7020,1804000109,Q23K,0.014752926
7021,1804000110,K03D,0.019064367
7022,1804000110,K03G,0.019064367
7023,1804000110,K048,0.019064367
7024,1804000110,Q0CG,0.019064367
7025,1804000110,Q19I,0.019064367
7026,1804000110,Q1ZP,0.019064367
7027,1804000110,Q23K,0.019064367
7028,1804000111,D01T,0.021661315
7029,1804000111,K03D,0.021661315
7030,1804000111,K03G,0.021661315
7031,1804000111,K048,0.021661315
7032,1804000111,Q0CG,0.021661315
7033,1804000111,Q19I,0.021661315
7034,1804000111,Q1ZP,0.021661315
7035,1804000111,Q23K,0.021661315
7036,1804000112,D02D,0.036734774
7037,1804000113,D01T,0.063629913
7038,1804000114,D01T,0.023834044
7039,1804000114,K03D,0.023834044
7040,1804000114,K03G,0.023834044
7041,1804000114,Q0CG,0.023834044
7042,1804000114,Q19I,0.023834044
7043,1804000114,Q1ZP,0.023834044
7044,1804000114,Q23K,0.023834044
7045,1804000115,D01T,0.044026966
7046,1804000115,K03D,0.044026966
7047,1804000115,K03G,0.044026966
7048,1804000115,K048,0.044026966
7049,1804000115,Q0CG,0.044026966
7050,1804000115,Q0E9,0.044026966
7051,1804000115,Q19I,0.044026966
7052,1804000115,Q1ZP,0.044026966
7053,1804000115,Q23K,0.044026966
7054,1804000116,K03D,0.052692461
7055,1804000116,K03G,0.052692461
7056,1804000116,K048,0.052692461
7057,1804000116,Q0E9,0.052692461
7058,1804000116,Q19I,0.052692461
7059,1804000116,Q1ZP,0.052692461
7060,1804000116,Q23K,0.052692461
7061,1804000117,D01T,0.035526084
7062,1804000117,K03D,0.035526084
7063,1804000117,K03G,0.035526084
7064,1804000117,K048,0.035526084
